Id,Text,Trinary,Source
349,@cdreddick34 Thanks for the advice I will consider that the next time I get them twisted up.,1,
350,Thank you! :),1,
351,Fantastic. Thanks for posting. And Rod...sort it out!,1,
352,legit,0,
353,shits perfect,-1,
354,that gave me chills. ...so very excellent.,1,
355,yes,0,
356,"""@VeganButterfly Wow, you expect to have a civilized discourse with that kind of pessimistic dualistic attitude? The reason my responses seem """"dumb"""" to you is because I'm pointing out all of the contradictory fallacies in your arguments. My responses are m""",-1,
357,Gld etf is stored in london.,0,
358,@ln4359 havent played since i broke my wrist last year.....its still not 100% yet....,-1,
359,I cannot thank you enough for this incredible information. You are living proof that the raw food diet is miraculous. You are SO beautiful! Thank you so much for your example and for being such an inspiration. I want to look as beautiful and be as healthy as you are!,1,
360,that is the best video I have seen on what the argument is.Thank you,-1,
361,laureen cheated laureen cheated she cheated FUKIN cheated,-1,
362,Andy Milanokis!,0,
363,"""I wish the """"Nashvilles"""" would pull their heads out of their asses and promote more music like this, there are very talented songwriters out there, but the Nashvilles are ignoring them. I don't understand why they are promoting this """"Hip Hop"""" country of today. Sure it sells, but there is stuff out there that would sell better.""",1,
364,i think at 0:57 he was going for another soccer kick but then remembered he was in the WEC lol,-1,
365,wow neon another episode your uploading alot today,1,
366,"""hey got a question about this if u dont mind. Do I have to control when it starts swelling? or does the pedal know when to do it? im not sure if you understand this, but in simpler words: """"does the volume start swelling everytime you pluck a note?""""""",1,
367,i think im in love.. lol,1,
368,try and make ur vids more clear,0,
369,why do you have that if you don't have 2,0,
370,"""Hmm, who would I rather have talking about foreign affairs? A ball of Bushisms? Or this guy?Great speech Barack. I'm sure another hundred years in the middle-east would reallllly help Israel. Hah! Yeah right.""",1,
371,Love the AMV.OMG. That's my TV! :O,1,
372,on thing to say to cobra commander cooooooobra.,0,
373,good job!,1,
374,I luv this film,1,
375,"""PITIFUL that the federal govt doesn't give a damn about the very folks that voted them into office. It's absurd to enforce a regulation/law that REQUIRES a pharmacy, OR ANY BUSINESS, TO OPERATE BELOW COST! This is just plain WRONG! As we say in the South- That dog won't hunt"""". """,-1,
376,wrd6807 76mf3i2 fr2j070 483v42 772,0,
377,aww shes so cute ny little brother does this too,1,
378,"""wow, sickest commentary ever, he's playing assasins creed on gow2! loool""",1,
379,lol a mage queen huh XP,1,
380,TE AMOO!!! WERA !!! ESTEFANI ERES MI TODO UN DIA TE VOY A TENER A MI LADO SI TU ME DEGARAS <33333333,0,
381,which is what i origionaly said obama is waisting all of the tax payers money spending waaay too much and not spending they way he should.,-1,
382,this is the best PCTS live show ever,1,
383,That really cool but get a life,1,
384,estuvo vacano eso!!,0,
385,Looks like fun and the air strip is by my house. I go by it on the way to the town dump. One day I'll get my ultralight.,-1,
386,snoops fucking baked,0,
387,"""@DaymyanT """"actoring""""?""",0,
388,Thanks for posting. Its so old!,1,
389,im startin to wonder an worry dude,-1,
390,Cool. Good job! And dope tracc! Straight up G shit!Thanks 4 tha upload!,-1,
391,Wow your lyrics are awesome :D Love the key of awesome. Always entertaining,1,
392,lve daa song ;),0,
393,you'll always mean so much to me.........thank's for being such awonderful friend......I'll just keep right on proving that good friends were meant to last....,1,
394,Why is Jack seemingly nude when he's scared? xD,-1,
395,i completely just fell for you.....you i will see in namibia.,0,
396,"""florence is my favorite city in the entire world...and, believe me, i've been around. i LOVE LOVE LOVE that you were so slow and deliberate in your filming of my favorite city. i wll visit your post ofte...and wish i were back in the land and city that i love! gracie!""",1,
397,You freak!,-1,
398,who loves google? :/,1,
399,looks damn good! can't wait to see it!,-1,
400,Yippy! I was just telling my brother that i was having Nutnfancy withdrawals because its been about a week since your last vid.,0,
401,I mean to say with the media would give ron paul at least a 1/10th of the time that Obama gets,0,
402,@King100Joe he makes it out less than it is. he doesn't see it as much of a problem.,-1,
403,good,1,
404,You GO girl !!! If everybody were a diva then asshat CEOs might get their act together !!!,0,
405,better than shiny toy guns. ,-1,
406,Awesome,1,
407,@whatif1999 I like the bit where she jumpes to the floor and it dosn't blow up and then it blows up and she gets back up and when it blows the second time then she jumps well at 3:21/4:10,1,
408,"""In the past four years, Bayh collected more than $1.7 million in pre-tax income when she exercised stock options from two of the corporations. Her actual income from exercising stock options is higher, but the details of one transaction were not publicly reported.""",-1,
409,Alison Moyet's looking bloody terrific! Wowser x,1,
410,"""cavs have a terrible bench, pietrus outscored the whole bench and hes a bench warmer as well so cavs are a team that breaks in the playoffs so next season you will see lebron on the knicks""",-1,
411,@vannoah i voted 4 him last time...i hope more peolple would wise up...,1,
412,"""cuando va a ser el dia q piensen mas como deportistas y no como ingnorantes perdedores de la vida, q solo saben insultar a los demas equipos. Q lastima me da ver esto, y pensar q yo tambien soy uruguayo... me da asco la mentalidad de todos los fanaticos, q lo unico q hacen es agredir, y no respetan a los otros equipos... es muy facil odiar. Me imagino q es la mentalidad uruguaya, nos gusta lo facil. Q desgracia!! APOYEN EL DEPORTE MUCHACHOS, no la VIOLENCIA!""",-1,
413,"""Yeah, actually I kind of felt that way myself. I'm probably going to go in and add a few more SMW areas to better even out the Sonic:Mario ratio.""",1,
414,Killer!,-1,
415,"""What a beautiful look that I can wear anywhere. I don't recall seeing you use pigments. Do you like them or use them? If so, I would like to see a step by step tutorial.""",1,
416,I would suggest that to stop it bowling outwards 1st slow your wheel down and 2nd make sure you collar the top in before lifting like I do which helps to counteract the centrifugal force wanting to throw it out widely.,-1,
417,tapthattoast (jeezechesse)is like a super star so is jeezejess and jeezecheese,1,
418,I used to watch this when I was younger! Good times... lol This was one of my favorite episodes!,1,
419,the guy video taping is probably laughing his ass off.,1,
420,Conan's such a class act.,0,
421,Damn nice,-1,
422,"""Haha, wow.""",1,
423,This is awesome,1,
424,"""Beautiful dog. Don't worry about the not like water once they find its fun there's no keeping them out believe me. Our darling can't help himself if it wet he has to jump in. Doesn't matter if it's a river, puddle or even the bath (when your in it!)""",1,
425,"""ssatish112233: another 23 yr old moron on YouTube that don't know shit EXCEPT he's a white boy trying to be black, lol, got all the Dre and Snoop joints in his lowrider, ,lol. You're a fawkin disgrace to this Country. Get a clue, read something like American history... Fawk off moron.""",-1,
426,"""i love being busy too! as a college student, i get my water in SOOOO fast if i I bring it with me to classes. when I sit at home, I drink diet coke. Haha. If I bring my water, i drink it as I am bored in class. :) love it.anyways, you go girl. stay busy, its good for our minds! just start eating some more calories and keep doin everything else. you look great and will do great at your new job! congrats!ps- love those earrings!""",1,
427,@azamatbagatov your a faggot.case closed.,-1,
428,That is a very interesting vid really ,1,
429,Love it,1,
430,You're good at this!,1,
431,"""Thank you for posting this, the quality is awesome!""",1,
432,cool,1,
433,who's the hot guy with the goatee ?,0,
434,matrix is an importer they make nothing,0,
435,listen i was wondering if maybe i could see a photograph of an impression in butter of your vulva,0,
436,hahaha... ganaz r bro...,1,
437,Awesome. Keep it up bro.,1,
438,Man this song is truley amazing =),1,
439,Comment Please :],1,
440,Wish he was my professor. But what kind of DUM students is he teaching???,1,
441,"""@herofromthedark Yes, but a CATCHY oxymoron. ;D""",0,
442,"""Wow, I'm very impressed. I actually felt my chakras and as I let the music take over I started to 'see' patterns like the patterns on the vid! Great work! I think I'll wait until you create that dvd for the best quality. I heard that compress music degrades the quality thus degrading the effects of the music. My friend told me they did a study on plants where they played analog, cd, and mp3 quality music and mp3 plants grew the least. Anyone hear about this study? Thanks again!""",1,
443,"""prl oparty byl tylko i wylacznie na klamstwie, w koncu klamstwo zawladnelo tak bardzo, ze stalo sie tak powszecne jak papier toaletowy, przeciez dalej ma ogromne poparcie, nikt wlasciwie nie potepil nawet szwadronow smierci, ale organizacje z nich sie wywodzace bardzu wielu glosuje i nikt nie protestuje, ze olacimy na nich podatki, a za te pieniazki dzieci w sierocincach zylyby jak gwiazdy filmowe""",-1,
444,JUST SAY HELL NO! It's time for a rebellion.,-1,
445,Hi erik!!!!!,0,
446,@zollotech do you buy them from a store or do you have a contract with verizon?,0,
447,then you'll be happy the rest of your life.,1,
448,"""Wow Hadley, this is really interesting.""",1,
449,holly shit I like that!!,-1,
450,"""I've just started running, and only been out three times. Walking, running then walking. Its going to be a long haul as it hurts. I've never seen a happy jogger !!! These videos really help. Thanks so much""",-1,
451,She looks real!thanks.sahit.,1,
452,"""Hey man, there's no way i'm going to put up with being called a ninja.If anything, i'm a pirate. A viking pirate.""",0,
